,jurisdiction,year,includes_jails,prisoner_count,State.Min.Wage,Fed.Min.Wage,Eff.Min.Wage,CPI.Average,DOL.Low.Value,DOL.High.Value,median_income,prisoner_count_per_milion,violent_crime_per_million,murder_manslaughter_per_million,rape_legacy_per_million,rape_revised_per_million,robbery_per_million,agg_assault_per_million,property_crime_per_million,burglary_per_million,larceny_per_million,vehicle_theft_per_million,White,Black,Hispanic,Asian.Native.Hawaiian.and.Pacific.Islander,American.Indian.Alaska.Native,Multiple.Races,Total,unemployment_rate
1,Alabama,2008,FALSE,25363,0,5.85,5.85,215.303,0,0,50761,5440.485639,4528.196658,75.29119029,347.0687917,NA,1575.752376,2530.0843,40845.14897,10813.40226,27143.22487,2888.521847,0.106,0.279,0.28,0.15,0.138,0.239,0.158,5.7
2,Alabama,2009,FALSE,27241,0,6.55,6.55,214.537,0,0,45789,5785.238753,4501.022361,68.38393886,319.4082113,NA,1330.513593,2782.716618,37803.78822,10373.12146,25075.24357,2355.423186,0.116,0.309,0.315,0.097,0.174,0.271,0.174,11
3,Alabama,2010,FALSE,27345,0,7.25,7.25,218.056,0,0,46120,5714.254667,3837.295976,57.46644848,283.1528643,NA,1016.424747,2480.251916,35279.80205,8877.834898,24149.28237,2252.68478,0.132,0.326,0.302,0.095,0.209,0.283,0.191,10.5
4,Alabama,2011,FALSE,26813,0,7.25,7.25,224.939,0,0,46520,5581.751858,4198.023644,62.24382969,285.1974805,NA,1021.298423,2829.283911,36053.9577,10641.61314,23192.80037,2219.544188,0.13,0.326,0.34,0.108,0.207,0.232,0.191,9.6
5,Alabama,2012,FALSE,26768,0,7.25,7.25,229.594,0,0,46490,5556.376631,4502.931794,70.99076539,269.0176373,NA,1042.028194,3120.895198,35054.90783,9855.884595,23149.42435,2049.598881,0.124,0.323,0.326,0.133,0.179,0.347,0.187,8
6,Alabama,2013,FALSE,26825,0,7.25,7.25,232.957,0,0,49876,5549.23918,4309.891858,71.57639353,299.7520064,425.1141292,960.9027397,2852.298595,33478.51343,8773.279912,22520.08483,2185.148684,0.129,0.316,0.357,0.176,0.142,0.222,0.189,7.2
7,Alabama,2014,FALSE,26145,0,7.25,7.25,236.736,0,0,43820,5391.414196,4274.157278,56.91452737,296.120512,413.4551717,969.4028738,2834.384705,31776.04051,8189.711792,21495.13226,2091.196457,0.135,0.315,0.379,0.136,0.173,0.27,0.195,6.8
8,Alabama,2015,FALSE,25212,0,7.25,7.25,237.017,0,0,46053,5188.744384,4723.626095,71.61998436,299.6514288,419.6354831,948.9647928,3283.405835,29789.38579,7255.639508,20406.75623,2126.990053,0.133,0.307,0.344,0.124,0.142,0.231,0.189,6.1
9,Alabama,2016,FALSE,23745,0,7.25,7.25,240.007,0,0,48237,4885.254637,5324.094315,83.73546588,NA,393.9887399,964.2951562,3882.074953,29473.8553,7004.358565,20059.06745,2410.429283,0.121,0.279,0.319,0.118,0.126,0.251,0.173,5.8
10,Alaska,2008,TRUE,4997,7.15,5.85,7.15,215.303,7.15,7.15,73032,7281.146682,6520.538604,39.34179716,651.3253086,NA,939.8318211,4890.039677,29273.2113,4716.644349,22184.40229,2372.164659,0.062,NA,0.105,NA,0.178,0.093,0.081,6.7
11,Alaska,2009,TRUE,5472,7.15,6.55,7.15,214.537,7.15,7.15,70555,7834.232676,6333.816769,31.4972805,734.4593134,NA,936.3282475,4631.531928,29404.14304,5154.100445,21834.77386,2415.268736,0.061,NA,0.193,0.158,0.19,0.063,0.092,7.7
12,Alaska,2010,TRUE,5369,7.75,7.25,7.75,218.056,7.75,7.75,65178,7518.070535,6353.042655,43.4084907,746.3459853,NA,831.7626928,4731.525486,28368.14881,4347.85044,21753.25494,2267.043434,0.082,NA,0.07,0.143,0.242,0.139,0.111,7.9
13,Alaska,2011,TRUE,6216,7.75,7.25,7.75,224.939,7.75,7.75,62731,8587.295886,6100.627193,41.44447821,602.3264167,NA,795.7339817,4661.122316,26378.0289,3939.988396,20520.54265,1917.497859,0.079,NA,NA,NA,0.213,0.123,0.103,7.6
14,Alaska,2012,TRUE,6308,7.75,7.25,7.75,229.594,7.75,7.75,68080,8637.463423,6041.294962,41.07861488,798.2944159,NA,862.6509126,4339.271019,27436.40688,4039.39713,21312.95469,2084.055062,0.072,NA,NA,NA,0.26,0.171,0.114,7.1
15,Alaska,2013,TRUE,5081,7.75,7.25,7.75,232.957,7.75,7.75,76387,6891.743607,6387.171944,46.11676494,891.1386636,1254.647281,845.0218987,4241.385999,28770.07944,3956.547156,22514.47592,2299.05637,0.054,NA,0.145,NA,0.259,NA,0.091,7
16,Alaska,2014,TRUE,6323,7.75,7.25,7.75,236.736,7.75,7.75,70095,8582.496756,6357.807181,55.65117302,753.3268543,1046.513522,853.7704348,4401.872051,27600.26713,4275.638903,20964.20408,2360.424143,0.076,NA,0.209,NA,0.233,NA,0.125,6.9
17,Alaska,2015,TRUE,5247,8.75,7.25,8.75,237.017,8.75,8.75,77717,7105.596724,7301.958745,79.89902929,880.2435431,1220.152973,1030.562056,4971.344687,28175.9187,4754.669353,20650.51352,2770.735829,0.076,NA,NA,NA,0.232,0.116,0.103,6.5
18,Alaska,2016,TRUE,4378,9.75,7.25,9.75,240.007,9.75,9.75,77351,5904.072974,8045.614291,70.12603807,NA,1420.052271,1146.291007,5409.144975,33547.21775,5465.785236,23958.83062,4122.601892,0.068,NA,0.178,NA,0.274,0.104,0.106,6.9
19,Arizona,2008,FALSE,39455,6.9,5.85,6.9,215.303,6.9,6.9,53544,6069.831912,4856.327056,71.07495485,338.4521659,NA,1509.035134,2937.7648,41022.40246,9016.058017,26070.04729,5936.297149,0.085,0.189,0.24,0.113,0.315,0.118,0.146,6.2
20,Arizona,2009,FALSE,40544,7.25,6.55,7.25,214.537,7.25,7.25,52385,6146.962496,4264.546199,57.61261219,345.524061,NA,1243.067914,2618.341612,35889.77676,8233.751955,23647.85473,4008.170075,0.101,0.231,0.259,0.122,0.372,0.133,0.166,9.9
21,Arizona,2010,FALSE,40130,7.25,7.25,7.25,218.056,7.25,7.25,52839,6257.447579,4136.495624,63.6192029,341.6413567,NA,1084.177249,2647.057815,35365.10406,7941.797161,24034.49283,3388.81406,0.112,0.233,0.271,0.116,0.38,0.15,0.175,10.4
22,Arizona,2011,FALSE,39949,7.35,7.25,7.35,224.939,7.35,7.35,53108,6177.061114,4142.213577,61.3855982,386.4045589,NA,1104.786144,2589.637276,35547.36394,8457.141797,24028.51879,3061.70335,0.121,0.224,0.297,0.14,0.406,0.205,0.191,9.5
23,Arizona,2012,FALSE,40013,7.65,7.25,7.65,229.594,7.65,7.65,50320,6107.783535,4285.813069,54.6469024,348.3358415,NA,1126.977878,2755.852447,35367.99423,8076.598472,24393.88877,2897.506987,0.111,0.249,0.288,0.127,0.387,0.22,0.183,8.3
24,Arizona,2013,FALSE,41031,7.8,7.25,7.8,232.957,7.8,7.8,55453,6184.026911,4156.143552,53.50416888,353.2782306,478.3724846,1003.165487,2621.101411,33653.97151,7278.375559,23818.54883,2557.047125,0.113,0.243,0.293,0.161,0.387,0.191,0.186,7.7
25,Arizona,2014,FALSE,42136,7.9,7.25,7.9,236.736,7.9,7.9,51050,6259.540987,3998.523951,47.38925325,366.0411285,501.8209952,928.3242744,2520.989428,31975.11871,6471.381348,22891.0891,2612.648266,0.11,0.258,0.278,0.15,0.378,0.178,0.18,6.8
26,Arizona,2015,FALSE,42204,8.05,7.25,8.05,237.017,8.05,8.05,54060,6180.960492,4102.479985,45.25440224,335.9663389,455.1802011,931.4498324,2670.595549,30331.72648,5558.968756,22314.52102,2458.236704,0.114,0.243,0.255,0.126,0.355,0.156,0.173,6.1
27,Arizona,2016,FALSE,42248,8.05,7.25,8.05,240.007,8.05,8.05,58328,6115.239435,4710.332363,56.30629001,NA,478.2415994,1019.737309,3156.047165,30008.35765,5531.622568,21801.3902,2675.34488,0.11,0.211,0.238,0.136,0.36,0.155,0.165,5.4
28,Arkansas,2008,FALSE,13135,6.25,5.85,6.25,215.303,6.25,6.25,45180,4600.072144,5130.297437,57.78545137,512.3643355,NA,972.5466574,3587.600993,38649.7116,11876.48622,24481.76957,2291.455808,0.128,0.335,0.303,0.129,0.242,0.191,0.171,5.5
29,Arkansas,2009,FALSE,13338,6.25,6.55,6.55,214.537,6.25,6.25,41847,4616.103411,5158.421153,61.94950596,476.9073699,NA,891.5191472,3728.04513,37750.43693,12027.5485,23612.79828,2110.090156,0.134,0.358,0.355,0.119,0.222,0.281,0.184,7.8
30,Arkansas,2010,FALSE,14192,6.25,7.25,7.25,218.056,6.25,6.25,43477,4857.632219,5035.275337,45.86546768,452.1513643,NA,810.8603951,3726.39811,35535.46907,11111.42297,22520.62919,1903.416909,0.148,0.334,0.295,0.145,0.157,0.249,0.188,8.2
31,Arkansas,2011,FALSE,14090,6.25,7.25,7.25,224.939,6.25,6.25,45114,4794.829615,4823.074531,54.4480297,418.5692283,NA,802.0875375,3547.969735,37579.3495,11575.65111,24040.50661,1963.191771,0.148,0.315,0.301,0.233,0.282,0.244,0.187,8.3
32,Arkansas,2012,FALSE,14043,6.25,7.25,7.25,229.594,6.25,6.25,41735,4760.616551,4695.52801,58.98649006,417.9904727,NA,783.096506,3435.454542,37083.17909,11076.23902,24063.09792,1943.842149,0.154,0.336,0.266,0.138,0.264,0.211,0.191,7.6
33,Arkansas,2013,FALSE,14295,6.25,7.25,7.25,232.957,6.25,6.25,41503,4831.407699,4632.000176,53.40065872,383.6059978,503.5884905,764.1701859,3310.840841,35986.9743,10264.07978,23803.85059,1919.043925,0.149,0.346,0.314,0.131,0.225,0.231,0.192,7.2
34,Arkansas,2014,FALSE,15250,6.25,7.25,7.25,236.736,6.25,6.25,46560,5140.965268,4801.493004,55.62355863,398.4669473,594.3292962,691.080577,3460.459572,33380.2032,8357.018294,23135.01793,1888.166981,0.148,0.323,0.306,0.157,NA,0.273,0.188,6
35,Arkansas,2015,FALSE,15784,7.5,7.25,7.5,237.017,7.5,7.5,44282,5299.838426,5213.209035,60.77488312,436.5046854,648.3773442,704.4514076,3799.6054,32514.89824,7601.896982,22974.92046,1938.080803,0.146,0.333,0.368,0.193,0.227,0.257,0.194,5
36,Arkansas,2016,FALSE,15833,8,7.25,8,240.007,8,8,46894,5298.452496,5542.744185,72.61821459,NA,740.9065765,711.1230691,4018.096325,32826.11016,7969.26342,22451.74486,2405.101881,0.138,0.288,0.255,0.129,0.263,0.254,0.172,4
37,California,2008,FALSE,171085,8,5.85,8,215.303,8,8,65071,4654.529875,5042.05142,58.27514389,242.2145686,NA,1887.766426,2853.795282,29409.52262,6469.874063,17701.7143,5237.934257,0.084,0.195,0.191,0.098,0.183,0.12,0.133,7.3
38,California,2009,FALSE,168830,8,6.55,8,214.537,8,8,64291,4567.70561,4732.84969,53.35257633,235.730729,NA,1734.039896,2709.726489,27310.26936,6228.02047,16649.73741,4432.51148,0.088,0.21,0.206,0.104,0.227,0.117,0.142,11.2
39,California,2010,FALSE,162821,8,7.25,8,218.056,8,8,61162,4360.70857,4395.846848,48.44904406,223.122712,NA,1556.475757,2567.799335,26298.51071,6129.299545,16084.27916,4084.932004,0.097,0.224,0.227,0.118,0.214,0.142,0.158,12.2
40,California,2011,FALSE,147578,8,7.25,8,224.939,8,8,58292,3916.204819,4111.646202,47.55342283,203.402336,NA,1440.693571,2419.996872,25841.83556,6105.387142,15839.77447,3896.673949,0.102,0.251,0.236,0.126,0.238,0.155,0.167,11.7
41,California,2012,FALSE,132935,8,7.25,8,229.594,8,8,60990,3498.300705,4235.382019,49.57910654,206.2375042,NA,1487.399512,2492.165896,27617.58867,6467.573396,16712.94839,4437.066877,0.104,0.256,0.239,0.123,0.235,0.158,0.169,10.4
42,California,2013,FALSE,134339,8,7.25,8,232.957,8,8,64078,3495.553752,4026.369796,45.43160848,194.2162232,268.6345509,1395.733951,2316.569686,26512.36191,6038.240664,16173.15823,4300.963017,0.107,0.263,0.231,0.122,0.238,0.151,0.167,8.9
43,California,2014,FALSE,134430,9,7.25,9,236.736,9,9,62693,3464.467496,3961.316925,43.78583854,216.4293538,297.0684879,1254.55834,2365.904259,24410.5921,5223.117067,15274.01585,3913.459184,0.104,0.254,0.228,0.116,0.263,0.152,0.164,7.5
44,California,2015,FALSE,127815,9,7.25,9,237.017,9,9,65843,3265.183146,4263.220741,47.54141404,239.8018558,327.2719265,1350.421402,2537.985999,26182.62269,5042.915259,16771.49195,4368.215481,0.101,0.225,0.21,0.114,0.195,0.137,0.153,6.2
45,California,2016,FALSE,129416,10,7.25,10,240.007,10,10,68070,3293.3233,4448.13423,49.11381876,NA,348.6826656,1394.247158,2656.090587,25500.25096,4791.880066,16210.35942,4498.011476,0.096,0.223,0.19,0.113,0.226,0.132,0.144,5.5
46,Colorado,2008,FALSE,23211,7.02,5.85,7.02,215.303,7.02,7.02,69556,4699.100468,3538.851242,33.40448827,435.4730561,NA,689.1447155,2380.828982,28209.58421,5679.572811,19827.48708,2702.524327,0.078,0.213,0.233,0.084,0.214,0.112,0.115,4.8
47,Colorado,2009,FALSE,22725,7.28,6.55,7.28,214.537,7.28,7.28,64057,4522.614865,3387.632574,31.64337794,451.5649342,NA,670.8794152,2233.544846,26707.01098,5301.161372,18922.14296,2483.706646,0.085,0.257,0.267,0.068,0.168,0.157,0.129,7.3
48,Colorado,2010,FALSE,22752,7.24,7.25,7.25,218.056,7.24,7.24,67866,4507.406553,3236.924915,25.55623441,441.7860678,NA,626.8211293,2142.761484,26745.09459,5189.698579,19322.49432,2232.901691,0.094,0.233,0.236,0.114,0.264,0.172,0.131,8.7
49,Colorado,2011,FALSE,21862,7.36,7.25,7.36,224.939,7.36,7.36,64040,4273.008122,3143.872273,30.29531877,446.6116347,NA,644.8016556,2022.163664,25952.53369,5028.045647,18774.10677,2150.381271,0.091,0.301,0.242,0.11,0.26,0.167,0.134,8.4
50,Colorado,2012,FALSE,20328,7.64,7.25,7.64,229.594,7.64,7.64,61242,3917.172082,3073.731399,29.29014938,408.9059012,NA,653.6328071,1981.902542,26853.47873,5041.566961,19480.06902,2331.842747,0.095,0.298,0.248,0.122,0.265,0.125,0.137,7.9
51,Colorado,2013,FALSE,20184,7.78,7.25,7.78,232.957,7.78,7.78,71580,3828.465621,3053.630005,33.00401397,416.9127742,562.0166287,594.8309644,1863.778398,26550.02214,4756.181898,19418.30994,2375.530293,0.093,0.239,0.235,0.098,0.163,0.141,0.13,6.9
52,Colorado,2014,FALSE,20469,8,7.25,8,236.736,8,8,63162,3821.790911,3090.816686,28.19338647,396.0143887,567.4152415,567.4152415,1927.792816,25301.23046,4382.484551,18571.03968,2347.706235,0.088,0.2,0.215,0.106,0.207,0.172,0.122,5
53,Colorado,2015,FALSE,19959,8.23,7.25,8.23,237.017,8.23,8.23,68906,3657.789668,3209.889575,32.25467115,435.6213258,596.8946815,608.9901832,1971.750039,26415.10955,4298.301462,19184.56526,2932.242832,0.082,0.191,0.195,0.167,0.157,0.156,0.116,3.9
54,Colorado,2016,FALSE,19486,8.31,7.25,8.31,240.007,8.31,8.31,72084,3523.622065,3441.164318,34.17656627,NA,657.3112084,637.4200852,2112.256458,27512.31667,4308.236462,19652.42975,3551.650466,0.081,0.19,0.172,0.116,0.223,0.152,0.108,3.2
55,Connecticut,2008,TRUE,19905,7.65,5.85,7.65,215.303,7.65,7.65,73823,5685.109212,3066.617313,37.7007996,194.2162404,NA,1154.729794,1679.970479,24908.23283,4314.742269,18054.11321,2539.377343,0.054,0.216,0.237,0.083,NA,0.159,0.093,5.7
56,Connecticut,2009,TRUE,18938,8,6.55,8,214.537,8,8,74274,5382.731601,3009.418217,30.12828967,186.7385501,NA,1137.20082,1655.350557,23484.43334,4312.324631,17051.47504,2120.633672,0.057,0.198,0.26,0.057,NA,0.097,0.096,7.9
57,Connecticut,2010,TRUE,18629,8.25,7.25,8.25,218.056,8.25,8.25,74361,5210.183309,2820.026749,37.19761555,166.4103854,NA,993.7077297,1622.711018,21887.58042,4235.77359,15777.6623,1874.144525,0.06,0.203,0.228,0.087,NA,0.154,0.099,9.1
58,Connecticut,2011,TRUE,17877,8.25,7.25,8.25,224.939,8.25,8.25,71452,4984.223734,2757.117442,35.96603802,192.097676,NA,1028.517165,1500.536563,21525.25555,4312.578885,15353.03733,1859.63933,0.062,0.219,0.284,0.066,NA,0.161,0.109,8.8
59,Connecticut,2012,TRUE,17164,8.25,7.25,8.25,229.594,8.25,8.25,68720,4778.709075,2835.096394,32.5745142,259.7608697,NA,1032.639942,1510.121069,21484.98023,4116.917449,15564.49267,1803.570111,0.059,0.218,0.285,0.041,NA,0.159,0.108,8.3
60,Connecticut,2013,TRUE,17319,8.25,7.25,8.25,232.957,8.25,8.25,73034,4811.714144,2622.424494,25.28240586,179.7551274,247.5453145,986.5694859,1363.027287,19801.95819,3593.435576,14474.5941,1733.928516,0.061,0.199,0.25,0.106,NA,0.126,0.105,7.8
61,Connecticut,2014,TRUE,16814,8.7,7.25,8.7,236.736,8.7,8.7,72719,4674.870721,2369.409319,23.91096003,158.7576532,217.4229157,878.3107296,1249.764713,19203.83732,3323.901479,14181.14554,1698.7903,0.06,0.186,0.241,0.073,NA,0.15,0.102,6.6
62,Connecticut,2015,TRUE,16024,9.15,7.25,9.15,237.017,9.15,9.15,75417,4462.408442,2184.697593,32.582488,162.0769916,215.267207,805.3722675,1131.47563,18119.76209,2799.587623,13555.15046,1765.024008,0.058,0.187,0.252,0.062,NA,0.128,0.103,5.7
63,Connecticut,2016,TRUE,15040,9.6,7.25,9.6,240.007,9.6,9.6,77556,4192.118316,2276.955753,22.01977041,NA,220.4764354,755.6404757,1278.819071,18082.69121,2817.136956,13279.31521,1986.239037,0.058,0.182,0.194,0.096,NA,0.137,0.095,5.1
64,Delaware,2008,TRUE,6944,7.15,5.85,7.15,215.303,7.15,7.15,57867,7953.342832,7086.309347,65.28521622,424.9265828,NA,2115.470076,4480.627471,35946.95633,7768.94073,25249.34371,2928.671893,0.068,0.197,0.271,NA,NA,NA,0.112,4.9
65,Delaware,2009,TRUE,6581,7.15,6.55,7.15,214.537,7.15,7.15,59686,7435.133236,6454.477462,46.32129808,446.2661644,NA,1898.043434,4063.846566,33537.7496,7844.116404,23540.25773,2153.375467,0.075,0.177,0.268,NA,NA,NA,0.111,8.3
66,Delaware,2010,TRUE,6378,7.25,7.25,7.25,218.056,7.25,7.25,62211,7088.304853,6232.551523,56.67976599,362.3059552,NA,2043.80568,3769.760122,34539.09348,8390.828102,23997.76837,2150.497004,0.088,0.199,0.21,NA,NA,NA,0.121,8.4
67,Delaware,2011,TRUE,6546,7.25,7.25,7.25,224.939,7.25,7.25,59704,7208.163526,5664.343596,52.85546124,338.0547208,NA,1715.600179,3557.833234,34315.30705,8387.501005,24226.52089,1701.285159,0.075,0.205,0.261,0.069,NA,0.322,0.123,7.5
68,Delaware,2012,TRUE,6730,7.25,7.25,7.25,229.594,7.25,7.25,52382,7338.725243,5504.589157,61.0651729,271.5219295,NA,1633.493375,3538.508679,33484.43329,8057.331474,23859.03541,1568.066404,0.094,0.181,0.205,NA,NA,0.15,0.122,7.2
69,Delaware,2013,TRUE,6798,7.25,7.25,7.25,232.957,7.25,7.25,57013,7347.282867,5007.349444,44.31282694,300.4625827,431.2394622,1332.62721,3199.169945,31344.29986,6807.963339,23071.85163,1464.48489,0.087,0.166,0.373,NA,NA,0.239,0.13,6.7
70,Delaware,2014,TRUE,6730,7.75,7.25,7.75,236.736,7.75,7.75,59619,7193.137341,4890.905865,57.71610942,266.1353934,412.5633007,1356.328571,3064.297884,29819.98987,6164.93554,22300.86339,1354.190938,0.095,0.221,0.162,0.053,NA,0.275,0.13,5.7
71,Delaware,2015,TRUE,6437,8.25,7.25,8.25,237.017,8.25,8.25,59759,6804.914508,4989.777299,66.60084107,256.8889584,360.4902668,1305.587916,3257.098275,26909.91126,5045.806578,20615.6032,1248.501481,0.079,0.227,0.299,0.092,NA,0.257,0.135,4.9
72,Delaware,2016,TRUE,6334,8.25,7.25,8.25,240.007,8.25,8.25,59294,6648.486719,5100.252126,60.87973314,NA,326.4413277,1426.475126,3286.455939,27679.28557,5277.643073,20795.67712,1605.965374,0.08,0.151,0.287,0.085,NA,0.173,0.117,4.5
73,Florida,2008,FALSE,99878,6.79,5.85,6.79,215.303,6.79,6.79,51196,5449.375121,6888.567104,63.72644768,325.8341999,NA,1978.793497,4520.21296,41405.22273,10283.09165,27656.73269,3465.398394,0.096,0.219,0.177,0.101,0.266,0.135,0.132,6.3
74,Florida,2009,FALSE,101373,7.21,6.55,7.21,214.537,7.21,7.21,52261,5468.398399,6124.780983,54.86037872,296.7423238,NA,1667.442642,4105.735639,38408.19887,9811.430799,25885.62965,2711.138421,0.104,0.269,0.192,0.123,0.183,0.152,0.149,10.4
75,Florida,2010,FALSE,102070,7.25,7.25,7.25,218.056,7.25,7.25,49650,5418.12712,5412.765791,52.39239216,285.2120801,NA,1384.709161,3690.452158,35514.02643,8977.253262,24335.86804,2200.90513,0.114,0.287,0.22,0.127,0.19,0.177,0.166,11.1
76,Florida,2011,FALSE,100861,7.25,7.25,7.25,224.939,7.25,7.25,49267,5285.589308,5146.035622,51.56621369,276.3299236,NA,1342.712934,3475.426551,35174.02706,8917.758283,24179.94261,2076.326171,0.115,0.299,0.227,0.127,0.187,0.198,0.171,10
77,Florida,2012,FALSE,99835,7.67,7.25,7.67,229.594,7.67,7.67,49279,5167.24274,4869.738746,52.22364827,272.2461743,NA,1236.442749,3308.826174,32762.08391,7948.087313,22881.87689,1932.119712,0.119,0.287,0.225,0.121,0.251,0.225,0.171,8.5
78,Florida,2013,FALSE,100940,7.79,7.25,7.79,232.957,7.79,7.79,51153,5149.918284,4693.445936,49.59104986,243.1083874,345.2496238,1183.654688,3114.950574,30977.56969,7087.387542,22109.03694,1781.145207,0.119,0.282,0.22,0.138,0.252,0.178,0.17,7.2
79,Florida,2014,FALSE,100873,7.93,7.25,7.93,236.736,7.93,7.93,47822,5070.702961,5404.885877,57.75814839,304.1728076,430.4464966,1252.381644,3664.299588,34154.51948,7199.409932,24814.74036,2140.369191,0.116,0.269,0.218,0.136,0.238,0.171,0.166,6.3
80,Florida,2015,FALSE,99485,8.05,7.25,8.05,237.017,8.05,8.05,50518,4907.684135,4618.654419,51.35346218,267.8667624,372.5962535,1042.707137,3151.997566,28131.92976,5390.288286,20735.79793,2005.843541,0.111,0.249,0.206,0.125,0.166,0.164,0.157,5.5
81,Florida,2016,FALSE,98010,8.05,7.25,8.05,240.007,8.05,8.05,52277,4744.733024,4294.029377,53.7842913,NA,367.8245232,976.6859378,2895.734625,26810.42838,4856.803802,19865.4289,2088.195684,0.106,0.227,0.19,0.123,0.225,0.193,0.148,4.8
82,Georgia,2008,FALSE,52719,5.15,5.85,5.85,215.303,5.15,5.15,52760,5442.947904,4888.937804,66.07649345,240.9727121,NA,1838.57843,2743.310168,40050.30486,10382.68201,25574.59706,4093.025791,0.092,0.229,0.248,0.116,NA,0.198,0.147,6.2
83,Georgia,2009,FALSE,53538,5.15,6.55,6.55,214.537,5.15,5.15,49638,5446.825793,4280.404602,57.58346219,236.3363651,NA,1488.522324,2497.962451,36725.73516,10031.9344,23319.87786,3373.922892,0.102,0.238,0.331,0.126,0.144,0.142,0.162,9.9
84,Georgia,2010,FALSE,52794,5.15,7.25,7.25,218.056,5.15,5.15,49707,5435.867645,4022.587361,57.14487523,216.9445984,NA,1273.867381,2474.630507,36392.43064,9982.02562,23286.38221,3124.02281,0.115,0.264,0.319,0.131,0.148,0.189,0.179,10.5
85,Georgia,2011,FALSE,52844,5.15,7.25,7.25,224.939,5.15,5.15,50216,5385.397749,3746.461132,55.94927266,210.548629,NA,1250.043312,2229.919918,36406.26306,9784.90613,23596.83504,3024.521883,0.127,0.273,0.327,0.142,0.262,0.223,0.191,10.2
86,Georgia,2012,FALSE,55178,5.15,7.25,7.25,229.594,5.15,5.15,51472,5564.740815,3799.55073,58.7959675,216.1230847,NA,1260.835653,2263.796025,34236.09516,8773.205498,22577.95407,2884.935586,0.125,0.278,0.315,0.169,0.29,0.22,0.192,9.2
87,Georgia,2013,FALSE,53701,5.15,7.25,7.25,232.957,5.15,5.15,49530,5372.915945,3753.867402,56.3295223,202.3060286,289.2515968,1271.066166,2137.220117,33998.61868,8350.27638,22931.01815,2717.32415,0.126,0.268,0.313,0.147,0.216,0.227,0.189,8.2
88,Georgia,2014,FALSE,52719,5.15,7.25,7.25,236.736,5.15,5.15,51362,5221.076475,3772.972751,57.4408535,213.8186254,301.8615887,1229.729445,2183.940864,32812.19624,7569.119916,22583.56481,2659.511517,0.121,0.276,0.301,0.108,0.236,0.213,0.186,7.1
89,Georgia,2015,FALSE,52002,5.15,7.25,7.25,237.017,5.15,5.15,52529,5090.81867,3783.018074,60.20640518,224.7705793,315.6186184,1198.939584,2208.253466,30222.93012,6497.788516,21132.64401,2592.497597,0.112,0.25,0.271,0.107,0.276,0.194,0.171,6
90,Georgia,2016,FALSE,53433,5.15,7.25,7.25,240.007,5.15,5.15,54678,5180.81915,3904.351721,66.12615163,NA,327.8189423,1174.563344,2335.843283,29796.0367,6080.794134,21149.41214,2565.830426,0.107,0.223,0.24,0.123,0.262,0.192,0.158,5.4
91,Hawaii,2008,TRUE,5455,7.25,5.85,7.25,215.303,7.25,7.25,70215,4234.597476,2724.736415,20.1832327,281.7889796,NA,842.2618262,1580.502376,35665.32474,7300.120013,24393.76555,3971.439173,0.113,NA,0.158,0.079,NA,0.076,0.092,4.3
92,Hawaii,2009,TRUE,4848,7.25,6.55,7.25,214.537,7.25,7.25,63735,3743.114846,2740.935995,17.75817687,297.2564389,NA,795.2574858,1630.663893,36686.84922,7137.242912,25799.54261,3750.063698,0.111,NA,0.155,0.091,NA,0.102,0.105,7.2
93,Hawaii,2010,TRUE,5294,7.25,7.25,7.25,218.056,7.25,7.25,67084,3883.05648,2642.737533,18.33706309,276.5229114,NA,781.1588877,1566.718671,33495.94641,6385.698851,23237.45983,3872.787725,0.121,NA,0.173,0.077,NA,0.121,0.105,6.9
94,Hawaii,2011,TRUE,5454,7.25,7.25,7.25,224.939,7.25,7.25,64496,3957.539534,2514.278417,14.51242953,256.1443813,NA,721.2677478,1522.353858,31835.91667,5924.699357,22668.41493,3242.802379,0.118,0.126,0.207,0.098,NA,0.144,0.122,6.8
95,Hawaii,2012,TRUE,5297,7.25,7.25,7.25,229.594,7.25,7.25,60181,3810.544641,2430.058485,15.10693552,200.7064291,NA,809.3001173,1404.945004,31234.66826,5505.398931,22948.87381,2780.395514,0.122,NA,0.197,0.107,NA,0.109,0.119,6
96,Hawaii,2013,TRUE,5173,7.25,7.25,7.25,232.957,7.25,7.25,67705,3671.432029,2544.381176,22.7113522,259.7610908,360.5427161,662.8875923,1498.239515,32126.62714,5519.568314,23369.98141,3237.077418,0.106,NA,0.098,0.105,NA,0.129,0.109,4.9
97,Hawaii,2014,TRUE,5390,7.25,7.25,7.25,236.736,7.25,7.25,73820,3796.948493,2592.350734,18.31552149,221.1951441,313.4771947,779.8185495,1480.739468,30500.27438,5479.158698,22288.58077,2732.534917,0.105,NA,0.149,0.109,NA,0.129,0.116,4.4
98,Hawaii,2015,TRUE,5413,7.75,7.25,7.75,237.017,7.75,7.75,66751,3781.076178,2934.472755,13.27183584,279.4070703,391.868416,840.3167638,1689.01574,37961.6416,4580.180399,29344.72755,4036.733648,0.101,NA,0.171,0.104,NA,0.096,0.109,3.6
99,Hawaii,2016,TRUE,5182,8.5,7.25,8.5,240.007,8.5,8.5,73684,3627.116722,2416.211294,24.4980867,NA,420.6671459,689.4461543,1281.599907,29644.78474,4187.772935,21608.01241,3848.999393,0.082,NA,0.109,0.1,NA,0.064,0.09,3
