,jurisdiction,year,includes_jails,prisoner_count,State.Min.Wage,Fed.Min.Wage,Eff.Min.Wage,CPI.Average,DOL.Low.Value,DOL.High.Value,median_income,prisoner_count_per_milion,violent_crime_per_million,murder_manslaughter_per_million,rape_legacy_per_million,rape_revised_per_million,robbery_per_million,agg_assault_per_million,property_crime_per_million,burglary_per_million,larceny_per_million,vehicle_theft_per_million,White,Black,Hispanic,Asian.Native.Hawaiian.and.Pacific.Islander,American.Indian.Alaska.Native,Multiple.Races,Total,unemployment_rate
341,Pennsylvania,2015,FALSE,48846,7.25,7.25,7.25,237.017,7.25,7.25,62483,3815.347671,3150.868233,51.39619963,243.8585642,336.2623699,1015.660766,1747.548897,18128.09573,3098.144168,14082.16815,947.7834139,0.09,0.278,0.31,0.154,0.273,0.218,0.129,5.3
342,Pennsylvania,2016,FALSE,48287,7.25,7.25,7.25,240.007,7.25,7.25,62290,3776.232034,3158.57758,52.70943299,NA,348.7112192,963.0029049,1794.154023,17392.07959,2751.057024,13618.97571,1022.046854,0.093,0.264,0.283,0.133,0.345,0.206,0.128,5.4
343,Rhode Island,2008,TRUE,3739,7.4,5.85,7.4,215.303,7.4,7.4,60765,3558.281975,2527.626886,29.50166922,268.3700233,NA,837.4667392,1392.288454,28450.07747,5487.310476,19914.57839,3048.188598,0.084,0.251,0.265,0.103,NA,0.136,0.114,7.8
344,Rhode Island,2009,TRUE,3413,7.4,6.55,7.4,214.537,7.4,7.4,59137,3240.572384,2542.705199,30.38333322,281.0458323,NA,745.3411431,1485.93489,26165.74678,5462.353626,18422.7442,2280.64895,0.078,0.209,0.282,0.151,NA,0.18,0.113,11
345,Rhode Island,2010,TRUE,3159,7.4,7.25,7.4,218.056,7.4,7.4,58164,3001.345332,2573.803262,27.55271119,283.1278598,NA,742.9731086,1520.149583,25613.57038,5818.372528,17512.12319,2283.074655,0.097,0.406,0.326,NA,NA,0.215,0.147,11.2
346,Rhode Island,2011,TRUE,3032,7.4,7.25,7.4,224.939,7.4,7.4,53558,2885.843567,2461.342831,19.03590743,303.6227235,NA,708.1357565,1430.548444,26627.42732,6506.47316,17860.44015,2260.514008,0.095,0.267,0.346,0.261,NA,0.175,0.144,11
347,Rhode Island,2012,TRUE,3042,7.4,7.25,7.4,229.594,7.4,7.4,59969,2896.304308,2529.743769,34.27579063,278.0147462,NA,680.7552861,1536.697946,25743.97508,5645.032295,17593.00165,2505.941137,0.096,0.272,0.325,0.11,NA,0.181,0.139,10.4
348,Rhode Island,2013,TRUE,3168,7.75,7.25,7.75,232.957,7.75,7.75,59365,3007.535928,2572.734332,29.42980233,316.1330379,426.2574595,648.4049996,1468.642071,24437.17876,5336.287706,16975.29985,2125.591207,0.082,0.281,0.377,0.127,NA,0.232,0.141,9.3
349,Rhode Island,2014,TRUE,3133,8,7.25,8,236.736,8,8,60771,2969.181357,2192.057606,23.69279729,239.7711086,342.1239929,501.3395908,1324.901225,21735.77224,4570.814454,15427.80189,1737.155898,0.103,0.185,0.32,NA,NA,0.17,0.143,7.7
350,Rhode Island,2015,TRUE,2982,9,7.25,9,237.017,9,9,57633,2823.066975,2425.451908,27.45437367,319.9854586,434.536466,526.3666125,1437.094456,18974.75902,3736.634927,13923.15426,1314.969829,0.095,0.193,0.285,0.212,0.565,0.206,0.137,6
351,Rhode Island,2016,TRUE,2887,9.6,7.25,9.6,240.007,9.6,9.6,62851,2729.853267,2391.340115,27.42145644,NA,420.7775212,511.5519977,1431.58914,17880.68073,3451.321241,13386.39858,1042.960912,0.095,0.205,0.232,0.105,NA,0.264,0.127,5.2
352,South Carolina,2008,FALSE,23685,0,5.85,5.85,215.303,0,0,48112,5287.066387,7309.701326,68.52984508,376.3560873,NA,1472.163936,5392.651458,42401.44649,10260.27948,28196.7945,3944.372517,0.103,0.274,0.25,0.077,0.189,0.194,0.158,6.8
353,South Carolina,2009,FALSE,23685,0,6.55,6.55,214.537,0,0,47073,5192.66463,6752.327546,66.86775225,364.5936787,NA,1261.279274,5059.586841,39092.42263,9962.856608,26144.19494,2985.37109,0.112,0.283,0.336,0.087,NA,0.293,0.172,11.2
354,South Carolina,2010,FALSE,23009,0,7.25,7.25,218.056,0,0,46982,4961.930997,6021.643672,57.14771239,334.4758563,NA,1081.924804,4548.095299,39054.09969,9976.265369,26211.17568,2866.658644,0.119,0.302,0.334,0.112,0.296,0.193,0.182,11.2
355,South Carolina,2011,FALSE,22363,0,7.25,7.25,224.939,0,0,43783,4785.22036,5968.740184,68.47339423,359.057361,NA,990.9384022,4550.271026,39210.21931,10132.13653,26160.04629,2918.036491,0.125,0.316,0.316,0.114,0.366,0.259,0.19,10.6
356,South Carolina,2012,FALSE,21867,0,7.25,7.25,229.594,0,0,47493,4629.487509,5604.840733,70.28809864,362.4494725,NA,955.0289547,4217.074207,38330.09027,9574.001194,25900.74093,2855.348152,0.128,0.286,0.298,0.171,0.215,0.238,0.182,9.2
357,South Carolina,2013,FALSE,21534,0,7.25,7.25,232.957,0,0,45916,4512.640486,5084.526614,63.91545222,364.4228571,467.9449338,830.9008789,3721.765349,36308.3776,8577.244129,25090.48228,2640.651192,0.127,0.3,0.297,0.214,NA,0.257,0.186,7.6
358,South Carolina,2014,FALSE,20948,0,7.25,7.25,236.736,0,0,46567,4334.832494,4977.152527,64.35616315,306.2608407,427.937445,827.1112029,3657.747716,34602.71554,7598.78671,24334.07926,2669.849572,0.118,0.297,0.311,0.121,0.237,0.301,0.181,6.5
359,South Carolina,2015,FALSE,20457,0,7.25,7.25,237.017,0,0,47968,4178.184229,5044.784204,81.49266791,348.6415642,469.1445067,802.8763848,3691.270644,32933.04571,7056.774859,23227.24853,2649.022313,0.116,0.26,0.271,0.174,0.169,0.196,0.165,6
360,South Carolina,2016,FALSE,20376,0,7.25,7.25,240.007,0,0,55505,4108.211948,5068.125429,72.18000969,NA,502.2357657,820.795585,3672.914068,32568.5075,6683.505981,23076.43298,2808.568533,0.101,0.244,0.262,0.107,NA,0.293,0.152,5
361,South Dakota,2008,FALSE,3352,5.85,5.85,5.85,215.303,5.85,5.85,58892,4168.148482,2769.2323,46.00879887,698.8363504,NA,166.6264608,1857.76069,17243.35173,3336.259659,12765.57647,1141.515604,0.091,NA,NA,NA,0.454,0.292,0.129,3.1
362,South Dakota,2009,FALSE,3390,6.55,6.55,6.55,214.537,6.55,6.55,52485,4172.908591,2187.391908,36.92839461,616.70419,NA,144.020739,1389.738584,17698.54859,3226.310743,13406.23819,1065.999658,0.1,NA,0.17,NA,0.53,0.198,0.141,4.9
363,South Dakota,2010,FALSE,3393,7.25,7.25,7.25,218.056,7.25,7.25,51099,4155.04324,2689.205705,28.16563352,471.4682132,NA,188.5872853,2000.984573,18599.11486,3908.900095,13710.54056,979.6742093,0.101,NA,0.272,NA,0.504,0.393,0.149,5
364,South Dakota,2011,FALSE,3562,7.25,7.25,7.25,224.939,7.25,7.25,51581,4324.951766,2555.874079,24.28383923,610.7385565,NA,202.7700575,1718.081625,18575.92282,3553.939871,13869.71477,1152.268171,0.086,0.55,0.249,NA,0.47,0.133,0.129,4.7
365,South Dakota,2012,FALSE,3596,7.25,7.25,7.25,229.594,7.25,7.25,52856,4311.507625,3238.426611,27.57638359,719.3839196,NA,188.2387923,2303.227516,20773.40965,3932.632094,15554.27932,1286.498243,0.089,0.315,0.387,NA,0.468,NA,0.134,4.3
366,South Dakota,2013,FALSE,3612,7.25,7.25,7.25,232.957,7.25,7.25,56298,4271.97786,3232.36863,21.28892621,536.9540277,599.6380883,184.5040272,2426.937588,19247.55473,4001.135409,14139.39516,1107.024163,0.097,NA,0.2,NA,0.483,0.266,0.138,3.8
367,South Dakota,2014,FALSE,3507,7.25,7.25,7.25,236.736,7.25,7.25,54987,4110.528321,3265.449644,23.44184956,484.0741935,550.8834647,234.4184956,2456.705834,18638.61459,3302.956603,14155.36086,1180.297125,0.092,NA,0.378,0.457,0.56,0.159,0.147,3.4
368,South Dakota,2015,FALSE,3536,8.5,7.25,8.5,237.017,8.5,8.5,56975,4118.960615,3831.239101,37.27566167,513.7052124,576.6078915,251.6107163,2965.744832,19429.93865,3447.998705,14598.081,1383.85894,0.087,0.478,NA,NA,0.486,NA,0.13,3.1
369,South Dakota,2016,FALSE,3770,8.55,7.25,8.55,240.007,8.55,8.55,58685,4375.874885,4220.339809,32.49986652,NA,610.5332067,318.0344081,3259.272328,19972.32869,3484.449975,14746.81443,1741.064278,0.081,NA,0.306,NA,0.555,0.328,0.138,3
370,Tennessee,2008,FALSE,19379,0,5.85,5.85,215.303,0,0,45313,3118.15756,7226.678904,66.29242554,334.3583987,NA,1738.406227,5087.621853,40401.21077,10473.72052,26837.65178,3089.838465,0.124,0.261,0.282,0.065,0.276,0.264,0.153,6.6
371,Tennessee,2009,FALSE,19932,0,6.55,6.55,214.537,0,0,46404,3165.691854,6659.991798,74.32991109,320.66686,NA,1533.133828,4731.861199,37666.36479,10138.09163,25143.36302,2384.910139,0.134,0.289,0.326,0.133,0.228,0.251,0.169,10.5
372,Tennessee,2010,FALSE,20037,0,7.25,7.25,218.056,0,0,43481,3151.742306,6120.234635,56.46930618,341.8044633,NA,1315.152838,4406.808028,36627.18744,10113.03928,24180.97485,2333.173311,0.14,0.289,0.342,0.125,0.249,0.289,0.176,9.7
373,Tennessee,2011,FALSE,19831,0,7.25,7.25,224.939,0,0,46181,3098.696879,6077.546018,59.37697614,327.3546448,NA,1262.854529,4427.959868,36079.32577,9817.514239,24052.05048,2209.761044,0.143,0.309,0.325,0.116,0.273,0.313,0.181,9
374,Tennessee,2012,FALSE,19817,0,7.25,7.25,229.594,0,0,45989,3070.06414,6384.748116,61.96829268,317.1227378,NA,1262.758884,4742.898201,33761.10046,8711.347665,23041.51535,2008.237445,0.142,0.296,0.363,0.164,0.146,0.288,0.18,7.8
375,Tennessee,2013,FALSE,20758,0,7.25,7.25,232.957,0,0,45703,3194.880803,5858.307544,51.56012472,293.0462014,384.7770502,1128.628044,4293.342326,31964.66084,7900.858037,22231.34058,1832.462224,0.145,0.301,0.329,0.094,0.139,0.286,0.181,7.8
376,Tennessee,2014,FALSE,20815,0,7.25,7.25,236.736,0,0,45310,3178.177017,6084.266046,56.64682552,284.1502488,386.4504458,1109.270047,4531.898728,30605.62327,7121.620582,21560.30093,1923.701765,0.144,0.308,0.366,0.146,0.191,0.278,0.185,6.6
377,Tennessee,2015,FALSE,19800,0,7.25,7.25,237.017,0,0,48971,2999.864097,6120.934824,61.51236482,297.8652937,405.436178,1132.372942,4521.613339,29361.70013,6552.278919,20859.50955,1949.911663,0.139,0.257,0.296,0.086,0.177,0.238,0.168,5.6
378,Tennessee,2016,FALSE,21539,0,7.25,7.25,240.007,0,0,52448,3239.237682,6385.384314,74.44276209,NA,421.5415397,1177.398756,4712.001256,28754.3064,6106.863111,20355.65894,2291.784346,0.125,0.261,0.287,0.104,NA,0.206,0.157,4.7
379,Texas,2008,FALSE,159237,5.85,5.85,5.85,215.303,5.85,5.85,53060,6545.69697,5080.163279,56.31608765,331.1139314,NA,1551.323235,3141.410025,39867.88492,9456.416569,26901.61958,3509.848779,0.084,0.227,0.242,0.113,0.137,0.14,0.159,4.8
380,Texas,2009,FALSE,158542,6.55,6.55,6.55,214.537,6.55,6.55,54373,6397.387942,4910.116905,53.66733082,335.3602906,NA,1534.24004,2986.849244,40152.92849,9686.670754,27376.59318,3089.664552,0.09,0.233,0.265,0.121,0.182,0.137,0.172,7.6
381,Texas,2010,FALSE,160242,7.25,7.25,7.25,218.056,7.25,7.25,53255,6345.346813,4483.780563,49.45855749,301.8199561,NA,1300.53435,2831.967699,37667.93833,9052.103977,25922.2239,2693.610453,0.094,0.246,0.265,0.117,0.181,0.162,0.178,8.1
382,Texas,2011,FALSE,159956,7.25,7.25,7.25,224.939,7.25,7.25,53573,6240.534699,4086.099685,44.08589993,292.0593335,NA,1116.582704,2633.371747,34832.15249,8417.480832,23920.7362,2493.935458,0.094,0.247,0.277,0.123,0.188,0.169,0.184,7.8
383,Texas,2012,FALSE,155195,7.25,7.25,7.25,229.594,7.25,7.25,55542,5955.113574,4085.638827,44.05084173,296.03854,NA,1165.927549,2579.621896,33631.32116,7866.298481,23269.62691,2495.395766,0.095,0.245,0.263,0.114,0.203,0.176,0.179,6.7
384,Texas,2013,FALSE,155377,7.25,7.25,7.25,232.957,7.25,7.25,54183,5862.036064,4103.164923,43.00971903,287.1087384,394.4821247,1200.122072,2465.551007,32532.28738,7208.353453,22841.93359,2482.000338,0.094,0.247,0.255,0.108,0.154,0.181,0.175,6.3
385,Texas,2014,FALSE,154247,7.25,7.25,7.25,236.736,7.25,7.25,55839,5721.973525,4058.840764,43.92186982,305.5240877,422.6367085,1156.695796,2435.586389,30193.83715,6277.933883,21373.10894,2542.794332,0.092,0.231,0.252,0.112,0.122,0.17,0.172,5.1
386,Texas,2015,FALSE,152492,7.25,7.25,7.25,237.017,7.25,7.25,58432,5551.398563,4121.974957,47.90835263,324.9103702,445.9554101,1162.542046,2465.569148,28313.21753,5571.857906,20284.60037,2456.759253,0.086,0.213,0.227,0.107,0.195,0.148,0.158,4.4
387,Texas,2016,FALSE,151276,7.25,7.25,7.25,240.007,7.25,7.25,59396,5421.134138,4338.455428,52.96568032,NA,481.8515139,1193.268757,2610.369476,27589.88738,5332.260736,19785.29763,2472.329016,0.089,0.204,0.223,0.108,0.129,0.149,0.157,4.6
388,Utah,2008,FALSE,5132,5.85,5.85,5.85,215.303,5.85,5.85,71375,1875.440356,2252.940334,14.98305818,334.3780057,NA,519.2908701,1384.2884,33756.83008,5396.093588,25690.09773,2670.638761,0.081,0.172,0.164,0.139,0.26,0.115,0.096,3.6
389,Utah,2009,FALSE,5244,6.55,6.55,6.55,214.537,6.55,6.55,66990,1883.233761,2154.01146,14.00574307,337.9334418,NA,468.2945889,1333.777686,32949.7675,5479.477636,24979.06321,2491.226659,0.096,0.283,0.203,0.198,0.323,0.097,0.116,7.3
390,Utah,2010,FALSE,5442,7.25,7.25,7.25,218.056,7.25,7.25,63886,1960.742632,2134.766647,19.09580292,354.1730995,NA,457.2183756,1304.279369,31820.09304,5438.700851,24227.16944,2154.222749,0.103,0.346,0.279,0.207,0.301,0.143,0.134,7.8
391,Utah,2011,FALSE,5294,7.25,7.25,7.25,224.939,7.25,7.25,60614,1881.075788,1970.972307,17.76611058,320.1453126,NA,383.3926662,1249.668218,29876.91283,4679.593526,22998.94078,2198.378523,0.104,NA,0.291,0.205,0.397,0.206,0.137,6.7
392,Utah,2012,FALSE,5309,7.25,7.25,7.25,229.594,7.25,7.25,62403,1859.628684,2080.304154,18.21448325,341.5215609,NA,387.057769,1333.510341,30223.43216,4586.897271,23523.65483,2112.880057,0.094,0.157,0.255,0.193,0.352,0.193,0.123,5.4
393,Utah,2013,FALSE,5382,7.25,7.25,7.25,232.957,7.25,7.25,64344,1854.080234,2288.834834,17.56932217,319.0037712,524.3236931,429.5871519,1317.354666,30430.755,4728.903636,23120.88348,2580.967877,0.101,0.29,0.243,0.217,0.261,0.149,0.128,4.6
394,Utah,2014,FALSE,5307,7.25,7.25,7.25,236.736,7.25,7.25,65694,1803.322027,2156.374898,22.76664327,321.1116102,494.0701389,445.8184472,1193.719669,28784.8525,3913.823838,22391.16355,2479.865113,0.089,0.234,0.239,0.176,0.311,0.22,0.119,3.8
395,Utah,2015,FALSE,4831,7.25,7.25,7.25,237.017,7.25,7.25,68556,1612.526907,2360.210673,18.02451935,366.4985602,549.0802655,442.6020864,1350.503802,29799.87109,4161.661247,22731.92299,2906.286852,0.091,0.335,0.189,0.204,0.285,0.141,0.114,3.6
396,Utah,2016,FALSE,4502,7.25,7.25,7.25,240.007,7.25,7.25,68932,1478.819086,2432.726378,24.30755495,NA,512.4295368,501.9181617,1394.071125,29747.52005,4249.880351,22422.40552,3075.234182,0.082,0.392,0.18,0.145,0.363,0.124,0.104,3.4
397,Vermont,2008,TRUE,2116,7.68,5.85,7.68,215.303,7.68,7.68,57872,3405.92657,1374.603634,27.3633042,214.0776152,NA,149.69337,983.4693451,25597.56628,5657.765545,18996.57154,943.2291918,0.104,0.484,NA,NA,NA,NA,0.109,4.7
398,Vermont,2009,TRUE,2220,8.06,6.55,8.06,214.537,8.06,8.06,59920,3570.509521,1346.17859,12.86670098,212.3005661,NA,178.5254761,942.4858466,24141.14771,5582.539887,17836.46423,722.1435924,0.104,NA,NA,NA,NA,0.277,0.108,6.6
399,Vermont,2010,TRUE,2079,8.06,7.25,8.06,218.056,8.06,8.06,63015,3321.56911,1310.094598,11.18373438,225.2723639,NA,121.4234018,952.2150984,22623.09697,5349.020385,16572.69667,701.3799131,0.113,0.375,NA,NA,NA,NA,0.119,6.1
400,Vermont,2011,TRUE,2053,8.15,7.25,8.15,224.939,8.15,8.15,56648,3276.454216,1476.239722,17.55528318,233.0064859,NA,157.9975486,1067.680404,24076.27292,6125.197896,17108.42143,842.6535928,0.103,0.489,NA,NA,NA,0.297,0.11,5.5
401,Vermont,2012,TRUE,2034,8.46,7.25,8.46,229.594,8.46,8.46,59452,3249.445246,1423.429555,12.78051227,209.2808885,NA,182.1222999,1019.245854,25006.66983,6676.2201,17595.57027,734.8794558,0.11,NA,NA,NA,NA,NA,0.114,5
402,Vermont,2013,TRUE,2078,8.6,7.25,8.6,232.957,8.6,8.6,69052,3314.961195,1236.330571,15.95265253,180.2649736,216.9560744,119.644894,883.77695,22145.47224,5347.329127,16260.53872,537.6043902,0.127,NA,NA,NA,NA,0.18,0.128,4.4
403,Vermont,2014,TRUE,1979,8.73,7.25,8.73,236.736,8.73,8.73,62922,3158.506261,992.7189967,15.96011249,158.0051136,175.5612374,111.7207874,689.4768594,15243.50344,3246.28688,11607.78981,389.4267447,0.098,NA,NA,NA,NA,0.262,0.102,3.9
404,Vermont,2015,TRUE,1750,9.15,7.25,9.15,237.017,9.15,9.15,61557,2795.33961,1180.431984,15.9733692,193.2777673,217.2378211,161.3310289,785.8897646,14066.14892,3143.559058,10638.26389,284.3259717,0.09,NA,NA,NA,NA,NA,0.096,3.6
405,Vermont,2016,TRUE,1735,9.6,7.25,9.6,240.007,9.6,9.6,62145,2783.330178,1365.195379,22.45914841,NA,272.7182307,125.1295412,944.8884582,15569.00253,3022.359686,12251.46546,295.1773791,0.111,NA,NA,NA,NA,NA,0.112,3.2
406,Virginia,2008,FALSE,32585,5.85,5.85,5.85,215.303,5.85,5.85,70745,4194.185444,2578.294572,47.62463141,230.9151047,NA,961.5026936,1338.252143,25321.63037,4143.085502,19460.58283,1717.962042,0.078,0.186,0.136,0.08,0.183,0.125,0.104,3.9
407,Virginia,2009,FALSE,30995,6.55,6.55,6.55,214.537,6.55,6.55,69292,3932.083237,2308.251476,46.93888684,199.4268381,NA,804.5578928,1257.327858,24613.73736,4053.997481,19076.72478,1483.0151,0.079,0.19,0.159,0.084,0.1,0.125,0.107,6.7
408,Virginia,2010,FALSE,31911,7.25,7.25,7.25,218.056,7.25,7.25,68017,3976.967462,2141.587818,46.85969621,196.9104256,NA,707.6312635,1190.186433,23355.44588,3839.005538,18194.27407,1322.166269,0.088,0.197,0.148,0.086,NA,0.126,0.114,7.1
409,Virginia,2011,FALSE,30531,7.25,7.25,7.25,224.939,7.25,7.25,68394,3767.220309,1975.967575,37.51056218,196.3135014,NA,669.390789,1072.752722,22568.27909,3782.64406,17580.11466,1205.52037,0.088,0.193,0.184,0.081,0.142,0.165,0.117,6.6
410,Virginia,2012,FALSE,29708,7.25,7.25,7.25,229.594,7.25,7.25,69132,3628.844501,1914.829891,39.33243333,183.8363732,NA,576.3056536,1115.355431,21795.78698,3621.881927,17058.79393,1115.11113,0.089,0.208,0.156,0.089,0.152,0.16,0.119,6.1
411,Virginia,2013,FALSE,29985,7.25,7.25,7.25,232.957,7.25,7.25,69467,3625.604494,1977.54749,38.69246083,178.4689756,284.1477593,553.0603621,1101.646908,20743.75374,3230.457738,16470.29235,1043.003647,0.089,0.211,0.158,0.073,NA,0.136,0.118,5.7
412,Virginia,2014,FALSE,30050,7.25,7.25,7.25,236.736,7.25,7.25,68567,3609.050803,1962.458906,40.59431519,171.9853827,277.4345209,515.475742,1128.954328,19302.71697,2776.987443,15605.15135,920.5781831,0.089,0.215,0.152,0.084,0.183,0.134,0.119,5.2
413,Virginia,2015,FALSE,30430,7.25,7.25,7.25,237.017,7.25,7.25,63618,3629.968437,1956.222557,45.68773945,178.0986815,279.1365805,529.7630572,1101.63518,18665.17126,2545.630182,15151.98689,967.5541898,0.089,0.197,0.144,0.08,0.11,0.119,0.115,4.5
414,Virginia,2016,FALSE,29882,7.25,7.25,7.25,240.007,7.25,7.25,67880,3551.301462,2198.022908,57.28288953,NA,336.3289987,573.5419603,1230.86906,18693.23705,2395.779606,15127.08007,1170.377378,0.086,0.182,0.153,0.072,0.099,0.146,0.111,4.1
415,Washington,2008,FALSE,17188,8.07,5.85,8.07,215.303,8.07,8.07,64634,2624.433063,3342.075336,29.46914016,405.0861598,NA,980.1161176,1927.403918,38062.98273,8113.327625,25501.18915,4448.465956,0.091,0.241,0.232,0.098,0.217,0.144,0.114,5.4
416,Washington,2009,FALSE,17255,8.55,6.55,8.55,214.537,8.55,8.55,69167,2589.20995,3363.04685,28.51057029,387.5937004,NA,1007.023354,1939.919225,36795.89208,7960.00117,25272.51979,3563.37112,0.101,0.259,0.241,0.114,0.219,0.121,0.124,9.2
417,Washington,2010,FALSE,17028,8.55,7.25,8.55,218.056,8.55,8.55,63280,2525.304207,3134.829711,22.83866854,382.4735464,NA,879.2887386,1850.228757,36990.63466,8185.141518,24987.57962,3817.913524,0.103,0.256,0.304,0.108,0.286,0.158,0.136,10
418,Washington,2011,FALSE,17109,8.67,7.25,8.67,224.939,8.67,8.67,62096,2507.449877,2953.423924,23.88884973,340.0130758,NA,824.6782663,1764.843732,35790.6264,8289.430855,23863.64186,3637.553682,0.108,0.26,0.296,0.119,0.27,0.181,0.141,9.3
419,Washington,2012,FALSE,16919,9.04,7.25,9.04,229.594,9.04,9.04,66517,2453.693941,2980.718221,31.47062978,326.3083733,NA,841.2954994,1781.643718,36891.26448,8901.11232,24123.32542,3866.826737,0.106,0.23,0.266,0.135,0.292,0.16,0.136,8.1
420,Washington,2013,FALSE,17760,9.19,7.25,9.19,232.957,9.19,9.19,67375,2546.695877,2899.877856,23.94697137,297.114519,373.4006793,835.8496773,1666.680528,37159.24679,8386.745595,24696.49723,4076.003959,0.11,0.25,0.268,0.128,0.241,0.178,0.14,7
421,Washington,2014,FALSE,17180,9.32,7.25,9.32,236.736,9.32,9.32,61222,2432.900519,2851.506685,24.6405524,307.4404555,381.6453375,798.6937675,1646.527027,37060.80694,7829.747944,24891.06468,4339.994307,0.105,0.229,0.227,0.135,0.275,0.199,0.133,6.1
422,Washington,2015,FALSE,17222,9.47,7.25,9.47,237.017,9.47,9.47,69575,2401.835001,2844.212229,29.42673239,305.8427684,377.2479199,759.9349042,1677.602672,34638.33221,7111.646278,23779.7285,3746.957436,0.103,0.232,0.221,0.112,0.239,0.151,0.127,5.6
423,Washington,2016,FALSE,17228,9.47,7.25,9.47,240.007,9.47,9.47,71822,2366.179943,3035.462209,26.78227821,NA,430.3019365,775.8619979,1802.515996,35022.15512,6764.104715,23818.78479,4439.265622,0.092,0.22,0.195,0.096,0.242,0.148,0.114,5.3
424,West Virginia,2008,FALSE,4896,6.55,5.85,6.55,215.303,6.55,6.55,43363,2698.311571,2758.935401,36.92542387,214.3879087,NA,493.8086536,2013.813415,25335.80091,5974.202907,17617.83619,1743.761808,0.158,0.305,0.328,NA,NA,0.272,0.167,4.3
425,West Virginia,2009,FALSE,5062,7.25,6.55,7.25,214.537,7.25,7.25,46373,2781.659511,3052.022308,46.15950196,258.2734038,NA,502.2593428,2245.33006,25395.96885,6596.962155,17283.98589,1515.020797,0.169,0.301,0.117,NA,NA,0.288,0.174,7.7
426,West Virginia,2010,FALSE,5072,7.25,7.25,7.25,218.056,7.25,7.25,48198,2735.163678,3012.347064,31.27750263,195.2147578,NA,418.4714145,2367.383389,22272.27821,5812.222817,15155.56783,1304.487567,0.177,0.278,0.311,0.195,NA,0.361,0.184,8.7
427,West Virginia,2011,FALSE,5149,7.25,7.25,7.25,224.939,7.25,7.25,45680,2775.878912,2963.489294,46.90259571,200.5490299,NA,432.366457,2283.671212,21030.15352,5523.184977,14370.52404,1136.444503,0.179,0.341,0.219,0.195,NA,0.331,0.186,8.1
428,West Virginia,2012,FALSE,5335,7.25,7.25,7.25,229.594,7.25,7.25,46586,2873.408449,3200.87468,37.70170412,223.5172458,NA,449.7274705,2489.928259,23967.5119,6175.539134,16588.74981,1203.222957,0.165,0.351,0.241,NA,NA,0.23,0.173,7.5
429,West Virginia,2013,FALSE,5708,7.25,7.25,7.25,232.957,7.25,7.25,45395,3079.421341,3051.90724,33.44851491,197.9936286,377.6445232,352.2883909,2288.525811,21541.3831,5345.28848,15135.453,1060.641618,0.173,0.316,0.299,NA,NA,0.318,0.181,6.8
430,West Virginia,2014,FALSE,5867,7.25,7.25,7.25,236.736,7.25,7.25,40994,3170.792606,3020.008366,39.99295259,154.026912,272.9248792,351.8298938,2355.260641,20346.68485,4849.415725,14472.58483,1024.684299,0.171,0.301,0.316,0.187,NA,0.301,0.179,6.6
431,West Virginia,2015,FALSE,5925,8,7.25,8,237.017,8,8,44309,3212.900623,3378.832706,37.9583196,227.7499176,364.3998681,412.1188985,2564.35562,20199.7909,4972.539867,14013.12707,1214.123965,0.173,0.276,0.207,0.178,NA,0.26,0.178,6.7
432,West Virginia,2016,FALSE,5899,8.75,7.25,8.75,240.007,8.75,8.75,45308,3225.899946,3627.291803,46.48270816,NA,374.0490868,393.7358809,2813.024127,20387.86265,4991.149146,14030.66874,1366.044764,0.176,0.245,0.267,NA,NA,0.315,0.183,6.1
433,Wisconsin,2008,FALSE,22282,6.5,5.85,6.5,215.303,6.5,6.5,58436,3959.156122,2755.346646,25.94187208,200.4276144,NA,917.3827778,1611.594382,27622.05251,4879.026476,20692.37435,2050.651683,0.081,0.312,0.21,0.174,0.216,0.192,0.104,4.9
434,Wisconsin,2009,FALSE,22262,6.5,6.55,6.55,214.537,6.5,6.5,58682,3936.850527,2590.731301,25.81889214,197.7090508,NA,867.2318292,1499.971528,26118.10835,4741.657226,19796.90081,1579.550306,0.096,0.383,0.271,0.159,0.325,0.29,0.127,8.6
435,Wisconsin,2010,FALSE,22033,7.25,7.25,7.25,218.056,7.25,7.25,56731,3871.103311,2489.080952,27.23283317,209.2535762,NA,793.4417715,1459.152771,25086.00744,4679.830608,18973.9055,1432.271329,0.099,0.367,0.253,0.204,0.309,0.259,0.131,8.7
436,Wisconsin,2011,FALSE,22388,7.25,7.25,7.25,224.939,7.25,7.25,56862,3920.948439,2498.842788,24.16879063,208.4120351,NA,805.6263543,1460.635608,24503.65098,4757.924167,18296.82532,1448.901485,0.101,0.407,0.268,0.172,0.272,0.292,0.136,7.8
437,Wisconsin,2012,FALSE,22419,7.25,7.25,7.25,229.594,7.25,7.25,56775,3916.287627,2839.347834,29.52195053,214.5145281,NA,819.627171,1775.684184,24592.30885,4879.157398,18275.48487,1437.666585,0.094,0.383,0.281,0.224,0.244,0.225,0.129,7
438,Wisconsin,2013,FALSE,22443,7.25,7.25,7.25,232.957,7.25,7.25,54520,3907.919845,2806.570069,28.38261083,227.7573924,319.6961563,841.7272438,1616.764058,21886.6496,4241.371991,16358.48317,1286.794442,0.103,0.375,0.293,0.173,0.281,0.188,0.136,6.7
